dstport,protocol,tag
2091,sprite-rpc,sv_P4
2092,sprite-rpc,SV_P3
2093,sprite-rpc,sv_P5
2094,sprite-rpc,sv_P1
2095,udp,sv_P4
2096,ipv6,sv_P4
2097,tcp,sv_P5
2098,udp,sv_P5
2099,tcp,sv_P1
2100,tcp,sv_P2
2101,udp,SV_P3
2102,tcp,sv_P1
2103,dgp,sv_P2
2104,dgp,SV_P3
2105,tcp,sv_P1
2106,sprite-rpc,sv_P4
2107,udp,SV_P3
2108,ipv6,sv_P5
2109,ipv6,sv_P4
2110,udp,sv_P1
2111,ipv6,sv_P4
2112,ipv6,sv_P5
2113,sprite-rpc,sv_P5
2114,udp,sv_P2
2115,udp,sv_P5
2116,ipv6,sv_P5
2117,sprite-rpc,sv_P1
2118,udp,sv_P5
2119,sprite-rpc,sv_P4
2120,dgp,sv_P5
2121,dgp,SV_P3
2122,sprite-rpc,sv_P5
2123,dgp,sv_P1
2124,sprite-rpc,sv_P4
2125,ipv6,sv_P2
2126,sprite-rpc,SV_P3
2127,udp,sv_P2
2128,sprite-rpc,SV_P3
2129,dgp,sv_P5
2130,dgp,sv_P1
2131,sprite-rpc,SV_P3
2132,sprite-rpc,sv_P5
2133,udp,sv_P4
2134,udp,sv_P5
2135,ipv6,sv_P5
2136,sprite-rpc,SV_P3
2137,sprite-rpc,sv_P5
2138,ipv6,SV_P3
2139,dgp,sv_P5
2140,udp,sv_P1
2141,ipv6,sv_P4
2142,tcp,sv_P5
2143,dgp,sv_P4
2144,ipv6,sv_P5
2145,sprite-rpc,SV_P3
2146,ipv6,sv_P5
2147,udp,sv_P2
2148,sprite-rpc,SV_P3
2149,sprite-rpc,sv_P4
2150,sprite-rpc,SV_P3
2151,ipv6,sv_P1
2152,sprite-rpc,sv_P5
2153,sprite-rpc,sv_P2
2154,dgp,sv_P5
2155,tcp,sv_P5
2156,dgp,SV_P3
2157,ipv6,sv_P5
2158,tcp,sv_P2
2159,tcp,sv_P2
2160,tcp,sv_P4
2161,tcp,sv_P4
2162,sprite-rpc,SV_P3
2163,udp,SV_P3
2164,udp,sv_P1
2165,ipv6,sv_P5
2166,udp,sv_P1
2167,tcp,sv_P5
2168,udp,sv_P4
2169,tcp,sv_P1
2170,dgp,sv_P2
2171,ipv6,sv_P5
2172,tcp,sv_P5
2173,ipv6,sv_P5
2174,ipv6,sv_P2
2175,ipv6,sv_P5
2176,dgp,SV_P3
2177,ipv6,sv_P4
2178,udp,sv_P2
2179,tcp,sv_P4
2180,udp,sv_P1
2181,tcp,SV_P3
2182,sprite-rpc,sv_P2
2183,dgp,sv_P1
2184,ipv6,sv_P2
2185,udp,SV_P3
2186,ipv6,SV_P3
2187,ipv6,SV_P3
2188,tcp,sv_P1
2189,dgp,sv_P2
2190,tcp,sv_P2
2191,sprite-rpc,sv_P4
2192,sprite-rpc,sv_P2
2193,udp,sv_P5
2194,dgp,SV_P3
2195,tcp,sv_P4
2196,sprite-rpc,sv_P4
2197,udp,sv_P1
2198,ipv6,SV_P3
2199,tcp,sv_P1
2200,sprite-rpc,sv_P5
2201,ipv6,sv_P2
2202,sprite-rpc,sv_P4
2203,tcp,sv_P1
2204,tcp,sv_P5
2205,ipv6,sv_P2
2206,ipv6,sv_P2
2207,dgp,SV_P3
2208,dgp,sv_P4
2209,dgp,SV_P3
2210,tcp,sv_P4
2211,tcp,sv_P2
2212,sprite-rpc,SV_P3
2213,dgp,sv_P5
2214,tcp,sv_P4
2215,ipv6,sv_P4
2216,ipv6,sv_P1
2217,tcp,SV_P3
2218,ipv6,sv_P2
2219,ipv6,sv_P1
2220,sprite-rpc,SV_P3
2221,tcp,SV_P3
2222,tcp,sv_P2
2223,dgp,sv_P2
2224,udp,sv_P2
2225,dgp,SV_P3
2226,ipv6,sv_P2
2227,ipv6,sv_P2
2228,tcp,sv_P2
2229,sprite-rpc,sv_P4
2230,sprite-rpc,sv_P4
2231,sprite-rpc,sv_P4
2232,udp,sv_P1
2233,tcp,sv_P4
2234,tcp,sv_P4
2235,ipv6,sv_P2
2236,sprite-rpc,sv_P1
2237,tcp,SV_P3
2238,dgp,sv_P1
2239,tcp,sv_P4
2240,tcp,sv_P4
2241,tcp,sv_P2
2242,dgp,sv_P5
2243,udp,sv_P1
2244,tcp,sv_P2
2245,ipv6,sv_P2
2246,dgp,sv_P5
2247,sprite-rpc,sv_P4
2248,ipv6,SV_P3
2249,dgp,sv_P2
2250,sprite-rpc,sv_P1
2251,dgp,sv_P5
2252,sprite-rpc,sv_P4
2253,udp,SV_P3
2254,sprite-rpc,sv_P5
2255,tcp,SV_P3
2256,ipv6,sv_P2
2257,ipv6,sv_P4
2258,udp,sv_P2
2259,sprite-rpc,sv_P4
2260,tcp,sv_P1
2261,udp,sv_P4
2262,dgp,sv_P5
2263,dgp,sv_P2
2264,ipv6,sv_P2
2265,udp,sv_P1
2266,udp,SV_P3
2267,tcp,SV_P3
2268,ipv6,sv_P2
2269,udp,SV_P3
2270,ipv6,sv_P1
2271,dgp,sv_P1
2272,ipv6,sv_P1
2273,tcp,sv_P5
2274,sprite-rpc,sv_P2
2275,udp,SV_P3
2276,udp,SV_P3
2277,dgp,sv_P1
2278,udp,SV_P3
2279,tcp,sv_P4
2280,udp,sv_P1
2281,udp,SV_P3
2282,tcp,sv_P5
2283,dgp,sv_P4
2284,sprite-rpc,sv_P4
2285,dgp,sv_P4
2286,dgp,sv_P1
2287,udp,sv_P2
2288,sprite-rpc,sv_P2
2289,sprite-rpc,sv_P4
2290,tcp,sv_P1
2291,sprite-rpc,sv_P4
2292,ipv6,sv_P5
2293,sprite-rpc,sv_P1
2294,ipv6,sv_P2
2295,sprite-rpc,sv_P4
2296,sprite-rpc,SV_P3
2297,tcp,sv_P5
2298,sprite-rpc,sv_P5
2299,udp,sv_P5
2300,tcp,sv_P5
2301,ipv6,sv_P1
2302,udp,sv_P1
2303,ipv6,sv_P1
2304,ipv6,SV_P3
2305,tcp,sv_P4
2306,udp,sv_P4
2307,udp,SV_P3
2308,ipv6,sv_P4
2309,udp,sv_P2
2310,ipv6,sv_P1
2311,udp,sv_P2
2312,udp,sv_P1
2313,tcp,sv_P4
2314,sprite-rpc,sv_P2
2315,dgp,SV_P3
2316,dgp,sv_P5
2317,dgp,sv_P5
2318,tcp,sv_P4
2319,sprite-rpc,sv_P1
2320,sprite-rpc,SV_P3
2321,sprite-rpc,sv_P2
2322,dgp,sv_P2
2323,sprite-rpc,sv_P5
2324,dgp,sv_P2
2325,ipv6,sv_P5
2326,tcp,sv_P4
2327,sprite-rpc,SV_P3
2328,tcp,sv_P1
2329,udp,SV_P3
2330,udp,sv_P2
2331,sprite-rpc,sv_P5
2332,udp,sv_P4
2333,dgp,sv_P1
2334,udp,sv_P4
2335,tcp,sv_P1
2336,ipv6,SV_P3
2337,ipv6,sv_P1
2338,ipv6,sv_P2
2339,dgp,sv_P5
2340,tcp,sv_P1
2341,udp,sv_P1
2342,dgp,sv_P5
2343,tcp,sv_P5
2344,sprite-rpc,sv_P2
2345,tcp,sv_P2
2346,dgp,sv_P1
2347,sprite-rpc,sv_P5
2348,ipv6,sv_P2
2349,tcp,sv_P1
2350,dgp,sv_P4
2351,sprite-rpc,sv_P4
2352,sprite-rpc,sv_P5
2353,ipv6,sv_P2
2354,sprite-rpc,sv_P5
2355,udp,sv_P2
2356,udp,SV_P3
2357,sprite-rpc,sv_P4
2358,dgp,sv_P5
2359,ipv6,sv_P1
2360,sprite-rpc,sv_P1
2361,tcp,sv_P5
2362,sprite-rpc,sv_P5
2363,dgp,sv_P1
2364,sprite-rpc,sv_P2
2365,udp,sv_P1
2366,ipv6,sv_P1
2367,ipv6,sv_P4
2368,tcp,sv_P1
2369,ipv6,SV_P3
2370,dgp,sv_P4
2371,dgp,sv_P1
2372,sprite-rpc,sv_P1
2373,udp,sv_P1
2374,sprite-rpc,sv_P2
2375,tcp,sv_P4
2376,sprite-rpc,SV_P3
2377,tcp,sv_P4
2378,tcp,SV_P3
2379,ipv6,sv_P1
2380,ipv6,sv_P1
2381,sprite-rpc,SV_P3
2382,udp,sv_P1
2383,ipv6,sv_P1
2384,udp,sv_P1
2385,dgp,SV_P3
2386,sprite-rpc,SV_P3
2387,tcp,SV_P3
2388,tcp,sv_P1
2389,udp,SV_P3
2390,tcp,sv_P1
2391,udp,sv_P5
2392,sprite-rpc,sv_P2
2393,dgp,sv_P2
2394,tcp,sv_P5
2395,sprite-rpc,sv_P1
2396,tcp,sv_P1
2397,dgp,sv_P4
2398,dgp,SV_P3
2399,dgp,SV_P3
2400,tcp,sv_P2
2401,sprite-rpc,SV_P3
2402,dgp,sv_P1
2403,tcp,sv_P4
2404,sprite-rpc,sv_P2
2405,udp,sv_P5
2406,udp,sv_P2
2407,udp,sv_P4
2408,tcp,sv_P1
2409,tcp,sv_P2
2410,dgp,sv_P4
2411,udp,sv_P4
2412,tcp,sv_P1
2413,tcp,sv_P1
2414,sprite-rpc,sv_P1
2415,ipv6,sv_P5
2416,udp,sv_P5
2417,sprite-rpc,sv_P5
2418,dgp,sv_P2
2419,udp,sv_P4
2420,sprite-rpc,sv_P2
2421,tcp,sv_P5
2422,dgp,sv_P4
2423,ipv6,sv_P5
2424,ipv6,sv_P5
2425,dgp,SV_P3
2426,ipv6,sv_P4
2427,ipv6,sv_P4
2428,sprite-rpc,sv_P1
2429,udp,sv_P2
2430,tcp,sv_P4
2431,ipv6,sv_P5
2432,sprite-rpc,sv_P4
2433,sprite-rpc,SV_P3
2434,dgp,sv_P5
2435,sprite-rpc,sv_P4
2436,sprite-rpc,sv_P4
2437,sprite-rpc,SV_P3
2438,ipv6,sv_P1
2439,sprite-rpc,SV_P3
2440,udp,sv_P4
2441,tcp,sv_P4
2442,udp,sv_P1
2443,sprite-rpc,sv_P2
2444,dgp,sv_P5
2445,dgp,sv_P4
2446,tcp,sv_P4
2447,ipv6,sv_P5
2448,ipv6,sv_P1
2449,dgp,sv_P4
2450,ipv6,sv_P1
2451,sprite-rpc,SV_P3
2452,udp,sv_P4
2453,tcp,sv_P4
2454,sprite-rpc,sv_P5
2455,sprite-rpc,sv_P4
2456,udp,sv_P1
2457,udp,sv_P1
2458,dgp,sv_P1
2459,udp,sv_P1
2460,tcp,sv_P5
2461,sprite-rpc,sv_P2
2462,dgp,sv_P5
2463,dgp,sv_P1
2464,tcp,sv_P2
2465,dgp,sv_P5
2466,dgp,sv_P4
2467,tcp,sv_P1
2468,tcp,sv_P2
2469,ipv6,sv_P5
2470,tcp,SV_P3
2471,tcp,SV_P3
2472,tcp,sv_P4
2473,sprite-rpc,sv_P5
2474,udp,sv_P5
2475,ipv6,sv_P4
2476,udp,sv_P1
2477,sprite-rpc,SV_P3
2478,tcp,sv_P1
2479,tcp,sv_P1
2480,tcp,SV_P3
2481,dgp,sv_P5
2482,ipv6,sv_P1
2483,dgp,sv_P5
2484,udp,sv_P2
2485,dgp,sv_P1
2486,dgp,sv_P2
2487,dgp,sv_P2
2488,ipv6,sv_P1
2489,dgp,SV_P3
2490,udp,sv_P5
2491,sprite-rpc,sv_P1
2492,sprite-rpc,sv_P2
2493,udp,sv_P4
2494,dgp,sv_P5
2495,tcp,sv_P4
2496,tcp,sv_P5
2497,dgp,SV_P3
2498,ipv6,sv_P1
2499,udp,sv_P4
2500,udp,SV_P3
2501,udp,sv_P2
2502,udp,SV_P3
2503,udp,sv_P5
2504,tcp,sv_P5
2505,ipv6,SV_P3
2506,dgp,sv_P2
2507,udp,sv_P1
2508,ipv6,sv_P4
2509,tcp,sv_P5
2510,sprite-rpc,sv_P2
2511,ipv6,sv_P1
2512,sprite-rpc,SV_P3
2513,dgp,sv_P5
2514,ipv6,SV_P3
2515,ipv6,SV_P3
2516,tcp,sv_P5
2517,tcp,sv_P2
2518,tcp,sv_P4
2519,ipv6,sv_P5
2520,tcp,sv_P1
2521,dgp,sv_P1
2522,tcp,SV_P3
2523,dgp,sv_P5
2524,tcp,SV_P3
2525,udp,SV_P3
2526,ipv6,sv_P4
2527,udp,sv_P5
2528,dgp,sv_P4
2529,tcp,sv_P1
2530,sprite-rpc,sv_P5
2531,tcp,sv_P4
2532,sprite-rpc,sv_P4
2533,sprite-rpc,sv_P5
2534,ipv6,sv_P5
2535,tcp,sv_P4
2536,tcp,SV_P3
2537,ipv6,sv_P2
2538,ipv6,SV_P3
2539,ipv6,SV_P3
2540,tcp,SV_P3
2541,ipv6,sv_P1
2542,ipv6,sv_P4
2543,udp,SV_P3
2544,ipv6,sv_P4
2545,tcp,sv_P5
2546,ipv6,sv_P2
2547,dgp,sv_P5
2548,dgp,sv_P1
2549,sprite-rpc,sv_P2
2550,tcp,sv_P2
2551,ipv6,sv_P2
2552,sprite-rpc,sv_P5
2553,ipv6,sv_P2
2554,udp,sv_P4
2555,sprite-rpc,sv_P2
2556,udp,sv_P1
2557,udp,sv_P2
2558,udp,sv_P5
2559,udp,SV_P3
2560,dgp,sv_P2
2561,ipv6,sv_P2
2562,udp,sv_P4
2563,tcp,SV_P3
2564,dgp,sv_P4
2565,udp,SV_P3
2566,udp,sv_P1
2567,sprite-rpc,sv_P5
2568,ipv6,sv_P5
2569,udp,SV_P3
2570,sprite-rpc,sv_P5
2571,ipv6,sv_P2
2572,udp,sv_P4
2573,tcp,sv_P4
2574,sprite-rpc,sv_P4
2575,sprite-rpc,sv_P1
2576,ipv6,sv_P1
2577,sprite-rpc,sv_P1
2578,sprite-rpc,sv_P4
2579,udp,sv_P5
2580,udp,sv_P5
2581,dgp,sv_P5
2582,udp,sv_P4
2583,dgp,SV_P3
2584,sprite-rpc,sv_P5
2585,sprite-rpc,sv_P1
2586,dgp,sv_P5
2587,sprite-rpc,sv_P2
2588,dgp,sv_P5
2589,tcp,sv_P1
2590,ipv6,sv_P2
2591,ipv6,sv_P1
2592,tcp,sv_P1
2593,sprite-rpc,sv_P5
2594,tcp,sv_P2
2595,dgp,sv_P1
2596,sprite-rpc,sv_P5
2597,sprite-rpc,sv_P1
2598,sprite-rpc,sv_P5
2599,tcp,sv_P4
2600,sprite-rpc,sv_P2
2601,sprite-rpc,SV_P3
2602,ipv6,sv_P4
2603,dgp,SV_P3
2604,udp,sv_P2
2605,ipv6,sv_P4
2606,udp,sv_P1
2607,dgp,SV_P3
2608,tcp,SV_P3
2609,dgp,sv_P1
2610,ipv6,sv_P4
2611,ipv6,SV_P3
2612,udp,sv_P5
2613,tcp,sv_P4
2614,dgp,sv_P1
2615,udp,sv_P5
2616,sprite-rpc,sv_P5
2617,dgp,sv_P5
2618,sprite-rpc,sv_P4
2619,dgp,sv_P2
2620,dgp,sv_P2
2621,sprite-rpc,sv_P2
2622,sprite-rpc,sv_P5
2623,tcp,SV_P3
2624,tcp,sv_P5
2625,udp,sv_P4
2626,sprite-rpc,sv_P5
2627,ipv6,SV_P3
2628,udp,sv_P2
2629,ipv6,SV_P3
2630,tcp,sv_P2
2631,tcp,sv_P4
2632,udp,sv_P4
2633,dgp,sv_P4
2634,sprite-rpc,sv_P1
2635,ipv6,sv_P1
2636,tcp,sv_P2
2637,ipv6,sv_P5
2638,tcp,sv_P1
2639,dgp,sv_P4
2640,sprite-rpc,sv_P4
2641,udp,sv_P2
2642,tcp,sv_P2
2643,udp,sv_P5
2644,ipv6,sv_P4
2645,tcp,sv_P1
2646,dgp,sv_P5
2647,udp,sv_P1
2648,tcp,sv_P5
2649,udp,sv_P1
2650,udp,SV_P3
2651,tcp,sv_P2
2652,udp,sv_P1
2653,ipv6,sv_P5
2654,dgp,sv_P5
2655,dgp,SV_P3
2656,sprite-rpc,SV_P3
2657,ipv6,sv_P1
2658,ipv6,SV_P3
2659,ipv6,sv_P2
2660,ipv6,sv_P1
2661,dgp,SV_P3
2662,udp,sv_P5
2663,tcp,sv_P1
2664,sprite-rpc,sv_P1
2665,tcp,sv_P2
2666,udp,sv_P1
2667,tcp,SV_P3
2668,tcp,sv_P2
2669,dgp,sv_P2
2670,ipv6,SV_P3
2671,udp,sv_P2
2672,sprite-rpc,sv_P5
2673,tcp,SV_P3
2674,sprite-rpc,sv_P5
2675,ipv6,sv_P2
2676,sprite-rpc,sv_P4
2677,ipv6,sv_P4
2678,sprite-rpc,sv_P5
2679,ipv6,sv_P2
2680,ipv6,SV_P3
2681,sprite-rpc,sv_P5
2682,tcp,sv_P4
2683,sprite-rpc,sv_P4
2684,ipv6,sv_P4
2685,tcp,sv_P2
2686,dgp,sv_P1
2687,sprite-rpc,sv_P5
2688,tcp,SV_P3
2689,ipv6,SV_P3
2690,sprite-rpc,sv_P2
2691,ipv6,SV_P3
2692,ipv6,SV_P3
2693,ipv6,sv_P5
2694,tcp,SV_P3
2695,tcp,sv_P1
2696,ipv6,sv_P5
2697,udp,sv_P1
2698,ipv6,sv_P2
2699,dgp,sv_P1
2700,ipv6,sv_P2
2701,udp,sv_P1
2702,sprite-rpc,sv_P4
2703,dgp,sv_P1
2704,tcp,sv_P4
2705,ipv6,SV_P3
2706,tcp,sv_P2
2707,dgp,sv_P2
2708,tcp,SV_P3
2709,udp,sv_P1
2710,sprite-rpc,sv_P5
2711,tcp,sv_P1
2712,dgp,SV_P3
2713,dgp,sv_P4
2714,udp,SV_P3
2715,sprite-rpc,sv_P5
2716,ipv6,sv_P4
2717,tcp,sv_P2
2718,sprite-rpc,sv_P5
2719,ipv6,sv_P1
2720,dgp,sv_P2
2721,sprite-rpc,sv_P5
2722,tcp,sv_P4
2723,ipv6,sv_P5
2724,tcp,sv_P2
2725,udp,SV_P3
2726,udp,sv_P2
2727,udp,sv_P1
2728,ipv6,SV_P3
2729,udp,sv_P5
2730,tcp,sv_P5
2731,udp,sv_P2
2732,ipv6,SV_P3
2733,tcp,SV_P3
2734,tcp,sv_P1
2735,udp,SV_P3
2736,ipv6,SV_P3
2737,tcp,sv_P2
2738,sprite-rpc,sv_P1
2739,dgp,SV_P3
2740,sprite-rpc,sv_P4
2741,tcp,sv_P4
2742,ipv6,sv_P5
2743,tcp,sv_P5
2744,udp,sv_P1
2745,dgp,sv_P5
2746,dgp,sv_P2
2747,sprite-rpc,sv_P5
2748,tcp,sv_P2
2749,udp,SV_P3
2750,ipv6,sv_P5
2751,tcp,sv_P1
2752,dgp,sv_P1
2753,ipv6,sv_P2
2754,sprite-rpc,SV_P3
2755,tcp,sv_P2
2756,ipv6,sv_P2
2757,ipv6,sv_P4
2758,tcp,sv_P1
2759,tcp,sv_P4
2760,udp,SV_P3
2761,dgp,sv_P2
2762,dgp,sv_P1
2763,tcp,SV_P3
2764,ipv6,sv_P5
2765,dgp,sv_P1
2766,udp,sv_P1
2767,udp,sv_P2
2768,tcp,sv_P2
2769,sprite-rpc,sv_P5
2770,ipv6,sv_P4
2771,tcp,sv_P4
2772,udp,SV_P3
2773,dgp,sv_P4
2774,tcp,sv_P4
2775,tcp,sv_P5
2776,tcp,sv_P4
2777,sprite-rpc,sv_P1
2778,dgp,sv_P5
2779,ipv6,SV_P3
2780,dgp,sv_P5
2781,ipv6,SV_P3
2782,udp,sv_P1
2783,tcp,sv_P2
2784,tcp,sv_P2
2785,tcp,sv_P5
2786,ipv6,sv_P5
2787,dgp,sv_P5
2788,sprite-rpc,sv_P4
2789,dgp,sv_P1
2790,dgp,sv_P5
2791,tcp,sv_P1
2792,sprite-rpc,sv_P4
2793,dgp,sv_P1
2794,sprite-rpc,sv_P4
2795,tcp,sv_P2
2796,tcp,SV_P3
2797,udp,sv_P2
2798,sprite-rpc,sv_P5
2799,tcp,sv_P4
2800,sprite-rpc,sv_P5
2801,udp,sv_P2
2802,dgp,sv_P2
2803,tcp,SV_P3
2804,dgp,sv_P4
2805,sprite-rpc,sv_P1
2806,sprite-rpc,sv_P1
2807,dgp,sv_P2
2808,tcp,SV_P3
2809,udp,sv_P4
2810,dgp,sv_P4
2811,tcp,SV_P3
2812,sprite-rpc,SV_P3
2813,dgp,sv_P1
2814,ipv6,sv_P2
2815,dgp,sv_P2
2816,sprite-rpc,sv_P5
2817,sprite-rpc,sv_P5
2818,ipv6,SV_P3
2819,ipv6,sv_P4
2820,ipv6,sv_P2
2821,sprite-rpc,SV_P3
2822,tcp,SV_P3
2823,tcp,sv_P5
2824,tcp,sv_P1
2825,ipv6,sv_P5
2826,dgp,sv_P2
2827,sprite-rpc,sv_P2
2828,ipv6,SV_P3
2829,ipv6,sv_P5
2830,udp,sv_P2
2831,dgp,sv_P1
2832,dgp,sv_P2
2833,udp,sv_P1
2834,dgp,sv_P1
2835,tcp,sv_P4
2836,dgp,sv_P1
2837,tcp,SV_P3
2838,tcp,sv_P5
2839,tcp,sv_P5
2840,tcp,sv_P5
2841,dgp,sv_P1
2842,sprite-rpc,sv_P5
2843,sprite-rpc,sv_P5
2844,sprite-rpc,sv_P2
2845,udp,SV_P3
2846,dgp,sv_P5
2847,dgp,sv_P4
2848,sprite-rpc,sv_P4
2849,udp,sv_P2
2850,udp,sv_P1
2851,tcp,SV_P3
2852,ipv6,SV_P3
2853,ipv6,sv_P4
2854,tcp,SV_P3
2855,dgp,sv_P2
2856,ipv6,sv_P1
2857,udp,sv_P1
2858,ipv6,sv_P4
2859,udp,SV_P3
2860,udp,SV_P3
2861,udp,SV_P3
2862,sprite-rpc,sv_P1
2863,dgp,SV_P3
2864,dgp,sv_P1
2865,udp,SV_P3
2866,ipv6,sv_P1
2867,tcp,sv_P1
2868,tcp,sv_P5
2869,dgp,sv_P2
2870,udp,SV_P3
2871,dgp,sv_P1
2872,udp,SV_P3
2873,dgp,SV_P3
2874,tcp,SV_P3
2875,sprite-rpc,sv_P4
2876,udp,SV_P3
2877,dgp,sv_P2
2878,udp,sv_P4
2879,udp,SV_P3
2880,dgp,sv_P1
2881,sprite-rpc,sv_P2
2882,ipv6,sv_P5
2883,sprite-rpc,SV_P3
2884,tcp,SV_P3
2885,udp,sv_P1
2886,udp,sv_P4
2887,udp,sv_P4
2888,udp,sv_P4
2889,udp,sv_P1
2890,ipv6,sv_P5
2891,sprite-rpc,sv_P2
2892,sprite-rpc,sv_P4
2893,tcp,sv_P4
2894,ipv6,sv_P1
2895,ipv6,sv_P5
2896,ipv6,sv_P2
2897,tcp,sv_P5
2898,tcp,sv_P4
2899,sprite-rpc,sv_P5
2900,tcp,sv_P2
2901,udp,sv_P5
2902,sprite-rpc,SV_P3
2903,dgp,sv_P1
2904,dgp,SV_P3
2905,sprite-rpc,sv_P4
2906,udp,sv_P4
2907,tcp,sv_P4
2908,tcp,sv_P2
2909,sprite-rpc,sv_P5
2910,dgp,sv_P4
2911,ipv6,sv_P5
2912,udp,sv_P5
2913,sprite-rpc,sv_P1
2914,tcp,sv_P5
2915,ipv6,sv_P4
2916,sprite-rpc,sv_P4
2917,sprite-rpc,sv_P1
2918,ipv6,sv_P4
2919,ipv6,sv_P2
2920,dgp,sv_P1
2921,ipv6,SV_P3
2922,dgp,sv_P2
2923,dgp,sv_P5
2924,dgp,sv_P4
2925,tcp,SV_P3
2926,sprite-rpc,sv_P5
2927,sprite-rpc,sv_P1
2928,sprite-rpc,sv_P2
2929,sprite-rpc,sv_P4
2930,tcp,sv_P4
2931,ipv6,sv_P2
2932,ipv6,SV_P3
2933,dgp,sv_P4
2934,dgp,SV_P3
2935,dgp,SV_P3
2936,tcp,SV_P3
2937,tcp,sv_P2
2938,ipv6,sv_P2
2939,sprite-rpc,SV_P3
2940,tcp,SV_P3
2941,tcp,SV_P3
2942,tcp,sv_P2
2943,tcp,sv_P1
2944,dgp,sv_P2
2945,sprite-rpc,sv_P1
2946,sprite-rpc,sv_P5
2947,tcp,SV_P3
2948,sprite-rpc,sv_P1
2949,udp,sv_P4
2950,dgp,sv_P4
2951,dgp,sv_P5
2952,dgp,sv_P5
2953,ipv6,sv_P1
2954,ipv6,sv_P5
2955,sprite-rpc,sv_P1
2956,ipv6,sv_P4
2957,udp,sv_P4
2958,sprite-rpc,SV_P3
2959,sprite-rpc,sv_P1
2960,dgp,sv_P5
2961,tcp,sv_P5
2962,dgp,sv_P1
2963,sprite-rpc,sv_P4
2964,ipv6,sv_P1
2965,tcp,sv_P4
2966,ipv6,sv_P2
2967,udp,sv_P5
2968,sprite-rpc,sv_P5
2969,dgp,sv_P4
2970,sprite-rpc,sv_P2
2971,sprite-rpc,sv_P2
2972,sprite-rpc,SV_P3
2973,udp,sv_P2
2974,udp,SV_P3
2975,udp,SV_P3
2976,udp,SV_P3
2977,udp,sv_P2
2978,dgp,sv_P5
2979,dgp,sv_P2
2980,dgp,SV_P3
2981,sprite-rpc,sv_P2
2982,udp,sv_P5
2983,udp,sv_P2
2984,udp,sv_P1
2985,ipv6,SV_P3
2986,ipv6,SV_P3
2987,udp,SV_P3
2988,ipv6,sv_P1
2989,sprite-rpc,sv_P2
2990,tcp,SV_P3
2991,tcp,SV_P3
2992,udp,sv_P1
2993,ipv6,sv_P4
2994,dgp,sv_P2
2995,ipv6,sv_P5
2996,dgp,sv_P5
2997,udp,sv_P5
2998,sprite-rpc,sv_P4
2999,sprite-rpc,sv_P5
3000,dgp,SV_P3
3001,udp,sv_P1
3002,tcp,SV_P3
3003,tcp,sv_P4
3004,tcp,sv_P2
3005,ipv6,sv_P1
3006,udp,sv_P1
3007,sprite-rpc,sv_P1
3008,sprite-rpc,sv_P2
3009,ipv6,sv_P5
3010,dgp,sv_P5
3011,sprite-rpc,SV_P3
3012,tcp,sv_P1
3013,ipv6,sv_P5
3014,dgp,SV_P3
3015,dgp,sv_P1
3016,dgp,SV_P3
3017,udp,sv_P5
3018,udp,sv_P5
3019,ipv6,sv_P5
3020,ipv6,sv_P5
3021,sprite-rpc,sv_P1
3022,sprite-rpc,sv_P2
3023,dgp,SV_P3
3024,dgp,SV_P3
3025,sprite-rpc,sv_P5
3026,dgp,SV_P3
3027,ipv6,sv_P5
3028,dgp,sv_P4
3029,sprite-rpc,sv_P5
3030,sprite-rpc,sv_P1
3031,sprite-rpc,sv_P4
3032,dgp,sv_P2
3033,ipv6,sv_P1
3034,tcp,SV_P3
3035,tcp,sv_P5
3036,udp,sv_P1
3037,dgp,sv_P5
3038,dgp,sv_P5
3039,tcp,SV_P3
3040,ipv6,SV_P3
3041,sprite-rpc,SV_P3
3042,tcp,SV_P3
3043,sprite-rpc,sv_P5
3044,ipv6,sv_P4
3045,tcp,SV_P3
3046,ipv6,SV_P3
3047,tcp,sv_P5
3048,sprite-rpc,sv_P2
3049,tcp,sv_P1
3050,tcp,sv_P2
3051,ipv6,sv_P4
3052,ipv6,sv_P4
3053,udp,sv_P5
3054,udp,SV_P3
3055,ipv6,SV_P3
3056,udp,sv_P5
3057,dgp,sv_P2
3058,sprite-rpc,sv_P1
3059,ipv6,SV_P3
3060,dgp,SV_P3
3061,tcp,SV_P3
3062,tcp,SV_P3
3063,udp,sv_P1
3064,ipv6,sv_P5
3065,sprite-rpc,sv_P1
3066,tcp,sv_P4
3067,dgp,SV_P3
3068,sprite-rpc,sv_P2
3069,udp,sv_P4
3070,tcp,sv_P4
3071,sprite-rpc,sv_P4
3072,tcp,sv_P2
3073,ipv6,sv_P1
3074,ipv6,sv_P5
3075,tcp,sv_P1
3076,udp,sv_P2
3077,tcp,sv_P4
3078,sprite-rpc,sv_P5
3079,tcp,sv_P4
3080,udp,sv_P4
3081,tcp,sv_P2
3082,tcp,sv_P2
3083,ipv6,sv_P5
3084,sprite-rpc,sv_P2
3085,ipv6,sv_P4
3086,udp,SV_P3
3087,tcp,sv_P5
3088,ipv6,sv_P4
3089,ipv6,sv_P2
3090,tcp,sv_P1
3091,udp,sv_P2
3092,ipv6,sv_P2
3093,ipv6,sv_P2
3094,ipv6,SV_P3
3095,ipv6,sv_P2
3096,udp,sv_P1
3097,udp,sv_P4
3098,tcp,sv_P1
3099,sprite-rpc,sv_P2
